municipality;region;oktmo;court_name;court_code;comment
Городской округ г Омск;Омская;52701000;Первомайский районный суд г. Омска;55RS0005;
Городской округ г Омск;Омская;52701000;Советский районный суд г. Омска;55RS0006;
Городской округ г Омск;Омская;52701000;Центральный районный суд г. Омска;55RS0007;
Горьковский муниципальный район;Омская;52609000;Горьковский районный суд Омской области;55RS0011;
Знаменский муниципальный район;Омская;52612000;Знаменский районный суд Омской области;55RS0012;
Исилькульский муниципальный район;Омская;52615000;Исилькульский городской суд Омской области;55RS0013;
Калачинский муниципальный район;Омская;52618000;Калачинский городской суд Омской области;55RS0014;
Колосовский муниципальный район;Омская;52621000;Колосовский районный суд Омской области;55RS0015;
Кормиловский муниципальный район;Омская;52623000;Кормиловский районный суд Омской области;55RS0016;
Крутинский муниципальный район;Омская;52626000;Крутинский районный суд Омской области;55RS0017;
Любинский муниципальный район;Омская;52629000;Любинский районный суд Омской области;55RS0019;
Марьяновский муниципальный район;Омская;52630000;Марьяновский районный суд Омской области;55RS0018;
Москаленский муниципальный район;Омская;52632000;Москаленский районный суд Омской области;55RS0020;
Муромцевский муниципальный район;Омская;52634000;Муромцевский районный суд Омской области;55RS0021;
Называевский муниципальный район;Омская;52636000;Называевский городской суд Омской области;55RS0022;
Нижнеомский муниципальный район;Омская;52639000;Нижнеомский районный суд Омской области;55RS0023;
Нововаршавский муниципальный район;Омская;52641000;Нововаршавский районный суд Омской области;55RS0024;
Одесский муниципальный район;Омская;52642000;Одесский районный суд Омской области;55RS0025;
Оконешниковский муниципальный район;Омская;52643000;Оконешниковский районный суд Омской области;55RS0027;
Омский муниципальный район;Омская;52644000;Омский районный суд Омской области;55RS0026;
Павлоградский муниципальный район;Омская;52646000;Павлоградский районный суд Омской области;55RS0028;
Полтавский муниципальный район;Омская;52648000;Полтавский районный суд Омской области;55RS0029;
Русско-Полянский муниципальный район;Омская;52650000;Русско-Полянский районный суд Омской области;55RS0030;
Саргатский муниципальный район;Омская;52651000;Саргатский районный суд Омской области;55RS0031;
Седельниковский муниципальный район;Омская;52652000;Седельниковский районный суд Омской области;55RS0032;
Таврический муниципальный район;Омская;52653000;Таврический районный суд Омской области;55RS0033;
Тарский муниципальный район;Омская;52654000;Тарский городской суд Омской области;55RS0034;
Тевризский муниципальный район;Омская;52655000;Тевризский районный суд Омской области;55RS0035;
Тюкалинский муниципальный район;Омская;52656000;Тюкалинский городской суд Омской области;55RS0036;
Усть-Ишимский муниципальный район;Омская;52657000;Усть-Ишимский районный суд Омской области;55RS0037;
Черлакский муниципальный район;Омская;52658000;Черлакский районный суд Омской области;55RS0038;
Шербакульский муниципальный район;Омская;52659000;Шербакульский районный суд Омской области;55RS0039;
Абдулинский муниципальный округ;Оренбургская;53502000;Абдулинский районный суд Оренбургской области;56RS0005;
Адамовский муниципальный район;Оренбургская;53604000;Адамовский районный суд Оренбургской области;56RS0001;
Акбулакский муниципальный район;Оренбургская;53605000;Акбулакский районный суд Оренбургской области;56RS0003;
Александровский муниципальный район;Оренбургская;53606000;Александровский районный суд Оренбургской области;56RS0004;
Асекеевский муниципальный район;Оренбургская;53607000;Бугурусланский районный суд Оренбургской области;56RS0007;
Беляевский муниципальный район;Оренбургская;53610000;Беляевский районный суд Оренбургской области;56RS0006;
Бугурусланский муниципальный район;Оренбургская;53611000;Бугурусланский районный суд Оренбургской области;56RS0007;
Бузулукский муниципальный район;Оренбургская;53612000;Бузулукский районный суд Оренбургской области;56RS0008;
Гайский муниципальный округ ;Оренбургская;"53503000	";Гайский городской суд Оренбургской области;56RS0010;
Городской округ город Бугуруслан;Оренбургская;53708000;Бугурусланский районный суд Оренбургской области;56RS0007;
Городской округ город Бузулук;Оренбургская;53712000;Бузулукский районный суд Оренбургской области;56RS0008;
Городской округ город Медногорск;Оренбургская;53715000;Медногорский городской суд Оренбургской области;56RS0021;
Городской округ город Новотроицк;Оренбургская;53720000;Новотроицкий городской суд Оренбургской области;56RS0023;
Городской округ город Оренбург;Оренбургская;53701000;Дзержинский районный суд г. Оренбурга;56RS0009;
Городской округ город Оренбург;Оренбургская;53701000;Ленинский районный суд г. Оренбурга;56RS0018;
Городской округ город Оренбург;Оренбургская;53701000;Промышленный районный суд г. Оренбурга;56RS0030;
Городской округ город Оренбург;Оренбургская;53701000;Центральный районный суд г. Оренбурга;56RS0042;
Городской округ город Орск;Оренбургская;53723000;Ленинский районный суд г. Орска Оренбургской области;56RS0019;
Городской округ город Орск;Оренбургская;53723000;Октябрьский районный суд г. Орска Оренбургской области;56RS0026;
Городской округ город Орск;Оренбургская;53723000;Советский районный суд г. Орска Оренбургской области;56RS0033;
Городской округ посёлок Комаровский;Оренбургская;53755000;Ясненский районный суд Оренбургской области;56RS0044;
Грачёвский муниципальный район;Оренбургская;53615000;Бузулукский районный суд Оренбургской области;56RS0008;
Домбаровский муниципальный район;Оренбургская;53617000;Домбаровский районный суд Оренбургской области;56RS0013;
Илекский муниципальный район;Оренбургская;53619000;Илекский районный суд Оренбургской области;56RS0012;
Кваркенский муниципальный район;Оренбургская;53622000;Кваркенский районный суд Оренбургской области;56RS0017;
Красногвардейский муниципальный район;Оренбургская;53623000;Красногвардейский районный суд Оренбургской области;56RS0016;
Кувандыкский муниципальный округ ;Оренбургская;53504000;Кувандыкский районный суд Оренбургской области;56RS0015;
Курманаевский муниципальный район;Оренбургская;53625000;Бузулукский районный суд Оренбургской области;56RS0008;
Матвеевский муниципальный район;Оренбургская;53627000;Абдулинский районный суд Оренбургской области;56RS0005;
Новоорский муниципальный район;Оренбургская;53630000;Новоорский районный суд Оренбургской области;56RS0022;
Новосергиевский муниципальный район;Оренбургская;53631000;Новосергиевский районный суд Оренбургской области;56RS0024;
Октябрьский муниципальный район;Оренбургская;53633000;Сакмарский районный суд Оренбургской области;56RS0038;
Оренбургский муниципальный район;Оренбургская;53634000;Оренбургский районный суд Оренбургской области;56RS0027;
Первомайский муниципальный район;Оренбургская;53636000;Первомайский районный суд Оренбургской области;56RS0031;
Переволоцкий муниципальный район;Оренбургская;53637000;Переволоцкий районный суд Оренбургской области;56RS0028;
Пономарёвский муниципальный район;Оренбургская;53638000;Пономаревский районный суд Оренбургской области;56RS0029;
Сакмарский муниципальный район;Оренбургская;53640000;Сакмарский районный суд Оренбургской области;56RS0038;
Саракташский муниципальный район;Оренбургская;53641000;Саракташский районный суд Оренбургской области;56RS0034;
Светлинский муниципальный район;Оренбургская;53642000;Ясненский районный суд Оренбургской области;56RS0044;
Северный муниципальный район;Оренбургская;53643000;Саракташский районный суд Оренбургской области;56RS0034;
Соль-Илецкий муниципальный округ;Оренбургская;53505000;Соль-Илецкий районный суд Оренбургской области;56RS0032;
Сорочинский муниципальный округ;Оренбургская;53506000;Сорочинский районный суд Оренбургской области;56RS0035;
Ташлинский муниципальный район;Оренбургская;53651000;Ташлинский районный суд Оренбургской области;56RS0040;
Тоцкий муниципальный район;Оренбургская;53652000;Тоцкий районный суд Оренбургской области;56RS0041;
Тюльганский муниципальный район;Оренбургская;53653000;Тюльганский районный суд Оренбургской области;56RS0039;
Шарлыкский муниципальный район;Оренбургская;53656000;Шарлыкский районный суд Оренбургской области;56RS0043;
Ясненский муниципальный округ;Оренбургская;"53507000	";Ясненский районный суд Оренбургской области;56RS0044;
Болховский муниципальный район;Орловская;54604000;Болховский районный суд Орловcкой области;57RS0001;
Верховский муниципальный район;Орловская;54608000;Верховский районный суд Орловcкой области;57RS0002;
Глазуновский муниципальный район;Орловская;54610000;Глазуновский районный суд Орловcкой области;57RS0003;
Городской округ город Ливны;Орловская;54705000;Ливенский районный суд Орловcкой области;57RS0012;
Городской округ город Мценск;Орловская;54710000;Мценский районный суд Орловcкой области;57RS0014;
Городской округ город Орёл;Орловская;54701000;Железнодорожный районный суд г. Орла;57RS0024;
Городской округ город Орёл;Орловская;54701000;Заводской районный суд г. Орла;57RS0022;
Городской округ город Орёл;Орловская;54701000;Северный районный суд г. Орла;57RS0027;
Городской округ город Орёл;Орловская;54701000;Советский районный суд г. Орла;57RS0023;
Дмитровский муниципальный район;Орловская;54612000;Дмитровский районный суд Орловcкой области;57RS0004;
Должанский муниципальный район;Орловская;54615000;Ливенский районный суд Орловcкой области;57RS0012;
Залегощенский муниципальный район;Орловская;54618000;Залегощенский районный суд Орловcкой области;57RS0006;
Знаменский муниципальный район;Орловская;54620000;Орловский районный суд Орловcкой области;57RS0026;
Колпнянский муниципальный район;Орловская;54623000;Колпнянский районный суд Орловcкой области;57RS0009;
Корсаковский муниципальный район;Орловская;54626000;Мценский районный суд Орловcкой области;57RS0014;
Краснозоренский муниципальный район;Орловская;54624000;Новодеревеньковский районный суд Орловcкой области;57RS0015;
Кромской муниципальный район;Орловская;54625000;Кромской районный суд Орловcкой области;57RS0010;
Ливенский муниципальный район;Орловская;54629000;Ливенский районный суд Орловcкой области;57RS0012;
Малоархангельский муниципальный район;Орловская;54632000;Малоархангельский районный суд Орловcкой области;57RS0013;
Мценский муниципальный район;Орловская;54636000;Мценский районный суд Орловcкой области;57RS0014;
Новодеревеньковский муниципальный район;Орловская;54639000;Новодеревеньковский районный суд Орловcкой области;57RS0015;
Новосильский муниципальный район;Орловская;54643000;Новосильский районный суд Орловcкой области;57RS0025;
Орловский муниципальный округ;Орловская;54501000;Орловский районный суд Орловcкой области;57RS0026;
Покровский муниципальный район;Орловская;54650000;Покровский районный суд Орловcкой области;57RS0016;
Свердловский муниципальный район;Орловская;54652000;Свердловский районный суд Орловcкой области;57RS0017;
Сосковский муниципальный район;Орловская;54653000;Урицкий районный суд Орловcкой области;57RS0019;
Троснянский муниципальный район;Орловская;54654000;Кромской районный суд Орловcкой области;57RS0010;
Урицкий муниципальный район;Орловская;54655000;Урицкий районный суд Орловcкой области;57RS0019;
Хотынецкий муниципальный район;Орловская;54657000;Хотынецкий районный суд Орловcкой области;57RS0020;
Шаблыкинский муниципальный район;Орловская;54659000;Урицкий районный суд Орловcкой области;57RS0019;
Башмаковский муниципальный район;Пензенская;56603000;Башмаковский районный суд Пензенской области;58RS0001;
Бековский муниципальный район;Пензенская;56609000;Бековский районный суд Пензенской области;58RS0004;
Белинский муниципальный район;Пензенская;56612000;Белинский районный суд Пензенской области;58RS0003;
Бессоновский муниципальный район;Пензенская;56613000;Бессоновский районный суд Пензенской области;58RS0005;
Вадинский муниципальный район;Пензенская;56615000;Вадинский районный суд Пензенской области;58RS0006;
Городищенский муниципальный район;Пензенская;56618000;Городищенский районный суд Пензенской области;58RS0007;
Городской округ город Заречный;Пензенская;56734000;Зареченский городской суд Пензенской области;58RS0009;
Городской округ город Кузнецк;Пензенская;56705000;Кузнецкий районный суд Пензенской области;58RS0017;
Городской округ город Пенза;Пензенская;56701000;Железнодорожный районный суд г. Пензы;58RS0008;
Городской округ город Пенза;Пензенская;56701000;Ленинский районный суд г. Пензы;58RS0018;
Городской округ город Пенза;Пензенская;56701000;Октябрьский районный суд г. Пензы;58RS0027;
Городской округ город Пенза;Пензенская;56701000;Первомайский районный суд г. Пензы;58RS0030;
Земетчинский муниципальный район;Пензенская;56623000;Земетчинский районный суд Пензенской области;58RS0010;
Иссинский муниципальный район;Пензенская;56626000;Иссинский районный суд Пензенской области;58RS0011;
Каменский муниципальный район;Пензенская;56629000;Каменский городской суд Пензенской области;58RS0012;
Камешкирский муниципальный район;Пензенская;56631000;Лопатинский районный суд Пензенской области;58RS0019;
Колышлейский муниципальный район;Пензенская;56633000;Колышлейский районный суд Пензенской области;58RS0014;
Кузнецкий муниципальный район;Пензенская;56640000;Кузнецкий районный суд Пензенской области;58RS0017;
Лопатинский муниципальный район;Пензенская;56642000;Лопатинский районный суд Пензенской области;58RS0019;
Лунинский муниципальный район;Пензенская;56643000;Лунинский районный суд Пензенской области;58RS0020;
Малосердобинский муниципальный район;Пензенская;56644000;Малосердобинский районный суд Пензенской области;58RS0021;
Мокшанский муниципальный район;Пензенская;56645000;Мокшанский районный суд Пензенской области;58RS0022;
Наровчатский муниципальный район;Пензенская;56647000;Наровчатский районный суд Пензенской области;58RS0023;
Неверкинский муниципальный район;Пензенская;56649000;Неверкинский районный суд Пензенской области;58RS0024;
Нижнеломовский муниципальный район;Пензенская;56651000;Нижнеломовский районный суд Пензенской области;58RS0025;
Никольский муниципальный район;Пензенская;56653000;Никольский районный суд Пензенской области;58RS0026;
Пачелмский муниципальный район;Пензенская;56654000;Пачелмский районный суд Пензенской области;58RS0029;
Пензенский муниципальный район;Пензенская;56655000;Пензенский районный суд Пензенской области;58RS0028;
Сердобский муниципальный район;Пензенская;56656000;Сердобский городской суд Пензенской области;58RS0031;
Сосновоборский муниципальный район;Пензенская;56657000;Сосновоборский районный суд Пензенской области;58RS0032;
Спасский муниципальный район;Пензенская;56606000;Спасский районный суд Пензенской области;58RS0002;
Тамалинский муниципальный район;Пензенская;56658000;Тамалинский районный суд Пензенской области;58RS0033;
Шемышейский муниципальный район;Пензенская;56659000;Шемышейский районный суд Пензенской области;58RS0034;
Александровский муниципальный округ;Пермский;57502000;Александровский городской суд Пермского края;59RS0009;
Бардымский муниципальный округ;Пермский;57503000;Бардымский районный суд Пермского края;59RS0010;
Березовский муниципальный округ;Пермский;57506000;Кунгурский городской суд Пермского края;59RS0027;
Большесосновский муниципальный округ;Пермский;57508000;Большесосновский районный суд Пермского края;59RS0013;
Верещагинский муниципальный округ;Пермский;57512000;Верещагинский районный суд Пермского края;59RS0014;
Гайнский муниципальный округ;Пермский;57513000;Гайнский районный суд Пермского края;81RS0005;
Горнозаводский муниципальный округ;Пермский;57514000;Чусовской городской суд Пермского края;59RS0044;
Городской округ ЗАТО Звёздный;Пермский;57763000;Пермский районный суд Пермского края;59RS0008;
Губахинский муниципальный округ;Пермский;57516000;Губахинский городской суд Пермского края;59RS0017;
Добрянский муниципальный округ;Пермский;57517000;Добрянский районный суд Пермского края;59RS0018;
Еловский муниципальный округ;Пермский;57518000;Осинский районный суд Пермского края;59RS0030;
Ильинский муниципальный округ;Пермский;57520000;Ильинский районный суд Пермского края;59RS0020;
Карагайский муниципальный округ;Пермский;57522000;Карагайский районный суд Пермского края;59RS0021;
Кишертский муниципальный округ;Пермский;57524000;Кунгурский городской суд Пермского края;59RS0027;
Косинский муниципальный округ;Пермский;57525000;Косинский районный суд Пермского края;81RS0001;
Кочевский муниципальный округ;Пермский;57526000;Кочевский районный суд Пермского края;81RS0002;
Красновишерский муниципальный округ;Пермский;57527000;Красновишерский районный суд Пермского края;59RS0024;
Краснокамский муниципальный округ;Пермский;57531000;Краснокамский городской суд Пермского края;59RS0025;
Кудымкарский муниципальный округ;Пермский;57528000;Кудымкарский городской суд Пермского края;81RS0006;
Куединский муниципальный округ;Пермский;57529000;Куединский районный суд Пермского края;59RS0026;
Кунгурский муниципальный округ;Пермский;57530000;Кунгурский городской суд Пермского края;59RS0027;
Лысьвенский муниципальный округ;Пермский;57532000;Лысьвенский городской суд Пермского края;59RS0028;
"Муниципальный округ ""Город Березники""";Пермский;57504000;Березниковский городской суд Пермского края;59RS0011;
"Муниципальный округ ""Город Кизел""";Пермский;57523000;Кизеловский городской суд Пермского края;59RS0022;
Нытвенский муниципальный округ;Пермский;57534000;Нытвенский районный суд Пермского края;59RS0029;
Октябрьский муниципальный округ;Пермский;57536000;Октябрьский районный суд Пермского края;59RS0034;
Ординский муниципальный округ;Пермский;57538000;Ординский районный суд Пермского края;59RS0033;
Осинский муниципальный округ;Пермский;57540000;Осинский районный суд Пермского края;59RS0030;
Оханский муниципальный округ;Пермский;57542000;Нытвенский районный суд Пермского края;59RS0029;
Очерский муниципальный округ;Пермский;57544000;Очерский районный суд Пермского края;59RS0032;
Пермский городской округ;Пермский;57701000;Дзержинский районный суд г. Перми;59RS0001;
Пермский городской округ;Пермский;57701000;Индустриальный районный суд г. Перми;59RS0002;
Пермский городской округ;Пермский;57701000;Кировский районный суд г. Перми;59RS0003;
Пермский городской округ;Пермский;57701000;Ленинский районный суд г. Перми;59RS0004;
Пермский городской округ;Пермский;57701000;Мотовилихинский районный суд г. Перми;59RS0005;
Пермский городской округ;Пермский;57701000;Орджоникидзевский районный суд г. Перми;59RS0006;
Пермский городской округ;Пермский;57701000;Свердловский районный суд г. Перми;59RS0007;
Пермский муниципальный округ;Пермский;57546000;Пермский районный суд Пермского края;59RS0008;
Сивинский муниципальный округ;Пермский;57548000;Верещагинский районный суд Пермского края;59RS0014;
Соликамский муниципальный округ;Пермский;57550000;Соликамский городской суд Пермского края;59RS0035;
Суксунский муниципальный округ;Пермский;57551000;Суксунский районный суд Пермского края;59RS0037;
Уинский муниципальный округ;Пермский;57552000;Ординский районный суд Пермского края;59RS0033;
Чайковский городской округ;Пермский;57735000;Чайковский городской суд Пермского края;59RS0040;
Частинский муниципальный округ;Пермский;57555000;Большесосновский районный суд Пермского края;59RS0013;
Чердынский муниципальный округ;Пермский;57556000;Чердынский районный суд Пермского края;59RS0043;
Чернушинский муниципальный округ;Пермский;57557000;Чернушинский районный суд Пермского края;59RS0042;
Чусовской муниципальный округ;Пермский;57558000;Чусовской городской суд Пермского края;59RS0044;
Юрлинский муниципальный округ;Пермский;57559000;Кудымкарский городской суд Пермского края;81RS0006;
Юсьвинский муниципальный округ;Пермский;57560000;Кудымкарский городской суд Пермского края;81RS0006;
Анучинский муниципальный округ;Приморский;05502000;Анучинский районный суд Приморского края;25RS0014;
Арсеньевский городской округ;Приморский;05703000;Арсеньевский городской суд Приморского края;25RS0006;
Артемовский городской округ;Приморский;05705000;Артемовский городской суд Приморского края;25RS0007;
Владивостокский городской округ;Приморский;05701000;Ленинский районный суд г. Владивостока Приморского края;25RS0001;
Владивостокский городской округ;Приморский;05701000;Первомайский районный суд г. Владивостока Приморского края;25RS0005;
Владивостокский городской округ;Приморский;05701000;Первореченский районный суд г. Владивостока Приморского края;25RS0003;
Владивостокский городской округ;Приморский;05701000;Советский районный суд г. Владивостока Приморского края;25RS0004;
Владивостокский городской округ;Приморский;05701000;Фрунзенский районный суд г. Владивостока Приморского края;25RS0002;
Городской округ город Большой Камень ;Приморский;05706000;Шкотовский районный суд Приморского края;25RS0035;
Городской округ город Фокино ;Приморский;05747000;Фокинский городской суд Приморского края;25RS0038;
Дальнегорский городской округ;Приморский;05707000;Дальнегорский районный суд Приморского края;25RS0015;
Дальнереченский муниципальный район;Приморский;05607000;Дальнереченский районный суд Приморского края;25RS0008;
Кавалеровский муниципальный округ;Приморский;05510000;Кавалеровский районный суд Приморского края;25RS0017;
Кировский муниципальный район;Приморский;05612000;Кировский районный суд Приморского края;25RS0018;
Красноармейский муниципальный округ;Приморский;05514000;Красноармейский районный суд Приморского края;25RS0019;
Лазовский муниципальный округ;Приморский;05517000;Партизанский районный суд Приморского края;25RS0024;
Лесозаводский городской округ;Приморский;05711000;Лесозаводский районный суд Приморского края;25RS0009;
Михайловский муниципальный округ;Приморский;05520000;Михайловский районный суд Приморского края;25RS0021;
Надеждинский муниципальный район;Приморский;05623000;Надеждинский районный суд Приморского края;25RS0039;
Находкинский городской округ;Приморский;05714000;Находкинский городской суд Приморского края;25RS0010;
Октябрьский муниципальный округ;Приморский;05526000;Октябрьский районный суд Приморского края;25RS0022;
Ольгинский муниципальный округ;Приморский;05528000;Ольгинский районный суд Приморского края;25RS0023;
Партизанский городской округ;Приморский;05717000;Партизанский городской суд Приморского края;25RS0013;
Партизанский муниципальный округ;Приморский;05530000;Партизанский районный суд Приморского края;25RS0024;
Пограничный муниципальный округ;Приморский;05532000;Пограничный районный суд Приморского края;25RS0025;
Пожарский муниципальный округ;Приморский;05534000;Пожарский районный суд Приморского края;25RS0026;
Спасск-Дальний городской округ;Приморский;05720000;Спасский районный суд Приморского края;25RS0011;
Спасский муниципальный район;Приморский;05637000;Спасский районный суд Приморского края;25RS0011;
Тернейский муниципальный округ;Приморский;05540000;Тернейский районный суд Приморского края;25RS0028;
Уссурийский городской округ;Приморский;05723000;Уссурийский районный суд Приморского края;25RS0029;
Ханкайский муниципальный округ;Приморский;05546000;Ханкайский районный суд Приморского края;25RS0031;
Хасанский муниципальный округ;Приморский;05548000;Хасанский районный суд Приморского края;25RS0030;
Хорольский муниципальный округ;Приморский;05550000;Хорольский районный суд Приморского края;25RS0032;
Черниговский муниципальный округ;Приморский;05553000;Черниговский районный суд Приморского края;25RS0033;
Чугуевский муниципальный округ;Приморский;05555000;Чугуевский районный суд Приморского края;25RS0034;
Шкотовский муниципальный округ;Приморский;05557000;Шкотовский районный суд Приморского края;25RS0035;
Яковлевский муниципальный округ;Приморский;05559000;Яковлевский районный суд Приморского края;25RS0036;
Бежаницкий муниципальный округ;Псковская;58504000;Бежаницкий районный суд Псковской области;60RS0004;
Великолукский городской округ;Псковская;58710000;Великолукский городской суд Псковской области;60RS0002;
Великолукский муниципальный район ;Псковская;58606000;Великолукский районный суд Псковской области;60RS0005;
Гдовский муниципальный район ;Псковская;58608000;Гдовский районный суд Псковской области;60RS0006;
Дедовичский муниципальный район ;Псковская;58610000;Дедовичский районный суд Псковской области;60RS0007;
Дновский муниципальный округ;Псковская;58512000;Дновский районный суд Псковской области;60RS0008;
Красногородский муниципальный округ;Псковская;58514000;Пыталовский районный суд Псковской области;60RS0023;
Куньинский муниципальный район ;Псковская;58616000;Великолукский районный суд Псковской области;60RS0005;
Локнянский муниципальный округ;Псковская;58518000;Бежаницкий районный суд Псковской области;60RS0004;
Невельский муниипальный округ;Псковская;58520000;Невельский районный суд Псковской области;60RS0012;
Новоржевский муниципальный округ ;Псковская;58523000;Пушкиногорский районный суд Псковской области;60RS0022;
Новосокольнический муниципальный район ;Псковская;58626000;Новосокольнический районный суд Псковской области;60RS0014;
Опочецкий муниципальный округ;Псковская;58529000;Опочецкий районный суд Псковской области;60RS0015;
Островский муниципальный район ;Псковская;58633000;Островский городской суд Псковской области;60RS0003;
Палкинский муниципальный район ;Псковская;58637000;Печорский районный суд Псковской области;60RS0017;
Печорский муниципальный округ;Псковская;58540000;Печорский районный суд Псковской области;60RS0017;
Плюсский муниципальный округ;Псковская;58543000;Стругокрасненский районный суд Псковской области;60RS0025;
Порховский муниципальный округ;Псковская;58547000;Порховский районный суд Псковской области;60RS0019;
Псковский городской округ;Псковская;58701000;Псковский городской суд Псковской области;60RS0001;
Псковский муниципальный район ;Псковская;58649000;Псковский районный суд Псковской области;60RS0020;
Пустошкинский муниципальный район ;Псковская;58650000;Опочецкий районный суд Псковской области;60RS0015;
Пушкиногорский муниципальный район ;Псковская;58651000;Пушкиногорский районный суд Псковской области;60RS0022;
Пыталовский муниципальный округ;Псковская;58553000;Пыталовский районный суд Псковской области;60RS0023;
Себежский муниципальный район ;Псковская;58654000;Себежский районный суд Псковской области;60RS0024;
